name,category,type,city,street
The Little Shamrock,amenity,pub,San Francisco,Lincoln Way
The Little Spot Cafe,amenity,cafe,San Francisco,South Van Ness Avenue
The Lofts at Seven,building,apartments,San Francisco,Golden Gate Avenue
The Long Now Foundation,office,yes,,
The Lost Church,amenity,theatre,,Columbus Avenue
The Lost Church,amenity,theatre,,Capp Street
The Lotus Method,leisure,fitness_centre,San Francisco,24th Street
The Love of Ganesha,shop,gift,,Haight Street
The Lover's Tree,natural,tree,,
The Lunch Box,amenity,fast_food,,
The Lurline Maison Roth Reading Room,other,yes,,
The Luxe,other,yes,San Francisco,28th Street
The Lyft Van,tourism,artwork,,
The Lyric Hotel,tourism,hotel,,Jones Street
The M Stop Deli,shop,deli,,
The Mad Dog in the Fog,amenity,pub,,Haight Street
The Madelon,building,yes,San Francisco,18th Street
The Magic Flute,amenity,restaurant,,Sacramento Street
The Magic Theatre,amenity,theatre,,
The Margot,building,residential,San Francisco,Mission Street
The Marker Union Square San Francisco,tourism,hotel,San Francisco,Geary Street
The Market,amenity,cafe,San Francisco,
The Market,amenity,food_court,,
The Market,shop,supermarket,San Francisco,Market Street
The Marrakech Magic Theater,amenity,theatre,,
The Marsh,amenity,theatre,San Francisco,Valencia Street
The Marsh Cafe,amenity,cafe,San Francisco,Valencia Street
The Martin Brotman Memorial Lobby,other,yes,,
The Masonic,amenity,theatre,San Francisco,California Street
The Matson Line,tourism,information,,
The Mellow Haight,shop,garden_centre,San Francisco,Haight Street
The Mellow Mission,shop,garden_centre,San Francisco,21st Street
The Melt,amenity,fast_food,,
The Melt,amenity,fast_food,,Market Street
The Melt,other,yes,San Francisco,Market Street
The Metropolitan,building,residential,San Francisco,1st Street
The Metropolitan Tower I,other,yes,,
The Metropolitan Tower II,other,yes,San Francisco,1st Street
The Mexican Museum,other,yes,San Francisco,Mission Street
The Midway,amenity,theatre,San Francisco,Marin Street
The Mill,amenity,cafe,San Francisco,Divisadero Street
The Mint Karaoke Lounge,amenity,karaoke_box,San Francisco,Market Street
The Missing Sock,shop,laundry,San Francisco,Hyde Street
The Missing Sock Drycleaners,shop,dry_cleaning,,
The Mission Preparatory School,amenity,school,,
The Mission Preparatory School,building,school,,York Street
The Mission's Barbershop,shop,hairdresser,San Francisco,24th Street
The Mix,amenity,bar,San Francisco,18th Street
The Mix,amenity,community_centre,,
The Mochi Donut Shop,amenity,fast_food,San Francisco,Irving Street
The Mochi Donut Shop,amenity,fast_food,,Clement Street
The Monarch Hotel,tourism,hotel,San Francisco,Geary Street
The Montgomery,building,yes,San Francisco,New Montgomery Street
The Moon's Gravity Causes the Ocean's Tides,tourism,artwork,,
The Morris,amenity,restaurant,,Mariposa Street
The Mortimer,amenity,bar,,
The Mosser,tourism,hotel,,4th Street
The Muse,shop,beauty,,Grove Street
The Music Store,shop,music,San Francisco,West Portal Avenue
The Nag's Head,amenity,pub,,Geary Boulevard
The Nail Room,shop,beauty,,Geary Boulevard
The Napper Tandy,amenity,pub,San Francisco,24th Street
The National Cleaning & Dyeing Works,tourism,information,,
The Natural,leisure,batting_cage,,Brannan Street
The Natural Mattress Store,other,yes,,
The Naval Battle of Guadacanal,other,yes,,
The Nave,highway,corridor,,
The Nave,highway,footway,,
The Netherlands Consulate General in San Francisco,office,diplomatic,San Francisco,Kearny Street
The New Farm,amenity,events_venue,,Cargo Way
The New Nails,shop,beauty,San Francisco,Chestnut Street
The New Wheel,shop,bicycle,,Cortland Avenue
The New Wheel Service Center,shop,bicycle,,Valencia Street
The Nite Cap,amenity,bar,San Francisco,O'Farrell Street
The North Face,other,yes,San Francisco,Post Street
The Oak,building,apartments,San Francisco,Oak Street
The Oak Room Restaurant,amenity,restaurant,,
The Occidental Cigar Club,amenity,bar,San Francisco,Pine Street
The Occularium,shop,optician,,
The Old Clam House,amenity,restaurant,San Francisco,Bayshore Boulevard
The Old Siam,amenity,restaurant,San Francisco,Mason Street
The Olympic Club,building,yes,,Post Street
The One,amenity,restaurant,,King Street
The One Up Salon,shop,hairdresser,,Haight Street
The Orbit Room,amenity,bar,San Francisco,Market Street
The Ordonez Gun,tourism,artwork,,
The Outpost,leisure,playground,,
The Outsider,amenity,pub,San Francisco,Geary Street
The Pacific,building,residential,San Francisco,Webster Street
The Page,amenity,pub,San Francisco,Divisadero Street
The Palace at Washington Square,building,yes,,Columbus Avenue
The Palms,building,residential,San Francisco,4th Street
The Palms,building,residential,San Francisco,4th Street
The Parapet,tourism,viewpoint,,
The Park Gym,other,yes,,
The Parks at 5M,leisure,park,,
The Parks at 5M,leisure,park,,
The Parthenon,amenity,restaurant,,
The Patio,leisure,outdoor_seating,,
The Pawffice,shop,pet_grooming,,Valencia Street
The Pawn Shop,amenity,restaurant,,
The Peaks,amenity,pub,,Castro Street
The Pearl,amenity,events_venue,,19th Street
The Penguins,tourism,artwork,,
The Perennial,amenity,restaurant,San Francisco,9th Street
The Perish Tru$t,shop,interior_decoration,San Francisco,Divisadero Street
The Petaler,shop,florist,,14th Street
The Phone Booth,amenity,bar,San Francisco,South Van Ness Avenue
The Pickwick Hotel,tourism,hotel,San Francisco,5th Street
The Pig & Whistle,amenity,pub,,Geary Boulevard
The Pizza Place,amenity,restaurant,San Francisco,Noriega Street
The Pizza Shop,amenity,fast_food,San Francisco,24th Street
The Plant,amenity,cafe,,3rd Street
The Plant | Cafe Organic,other,yes,,
The Plastic Pancake,shop,music,,Valencia Street
The Plough and the Stars,amenity,pub,,Clement Street
The Police Credit Union,amenity,bank,,Bryant Street
The Port of San Francisco,office,government,,The Embarcadero
The Posh Bagel,amenity,cafe,,
The Posh Bagel,amenity,restaurant,San Francisco,Castro Street
The Postal Chase,amenity,post_office,San Francisco,Fillmore Street
The Postal Chase,amenity,post_office,San Francisco,Cole Street
The Postal Chase,amenity,post_office,San Francisco,West Portal Avenue
The Pot's,amenity,restaurant,,Judah Street
The Potrero,landuse,residential,San Francisco,Kansas Street
The Potter's House,amenity,place_of_worship,,Valencia Street
The Presidio Landmark,building,residential,,Wedemeyer Street
The Presidio Of San Francisco Has Been Designated A Registered National Historic Landmark,other,yes,,
The Presidio: Coastal Trail (GGNRA),tourism,information,,
The Pub,amenity,cafe,San Francisco,Owens Street
The PUB@SFSU,amenity,bar,San Francisco,Holloway Avenue
The Public Izakaya,amenity,restaurant,San Francisco,Post Street
The Quinn,building,residential,,8th Street
The Rabbit Hole,amenity,restaurant,,Mission Street
The Rabbit Hole Theater Company,amenity,theatre,San Francisco,Diamond Street
The Radical Reading Room,amenity,cafe,,Haight Street
The Rafael's,other,yes,,Market Street
The Ramp,amenity,restaurant,San Francisco,Terry A. Francois Boulevard
The Rapp Building,building,yes,,2nd Street
The Real Food Company,other,yes,San Francisco,Stanyan Street
The Red Fox Salon & Apothecary,shop,hairdresser,San Francisco,Post Street
The Red Tail,amenity,bar,,
The Red Victorian,building,yes,San Francisco,Haight Street
The Regency Ballroom,amenity,nightclub,San Francisco,Van Ness Avenue
The Regency Inn,tourism,hotel,,
The Richfield,amenity,cafe,San Francisco,5th Avenue
The Richmond,amenity,restaurant,San Francisco,Balboa Street
The Riley Center,amenity,social_facility,San Francisco,Howard Street
The Riptide,amenity,bar,San Francisco,Taraval Street
The Rise,building,apartments,San Francisco,Market Street
The Rise,building,apartments,San Francisco,McCoppin Street
The Ritz-Carlton,tourism,hotel,San Francisco,Stockton Street
The River Lines,other,yes,,
The Rocks Dog Park,leisure,dog_park,,
The Roll,amenity,restaurant,,
The Room of The Dons,other,yes,,
The Root,other,yes,San Francisco,Sanchez Street
The Rose,tourism,hotel,San Francisco,6th Street
The Rotunda,amenity,restaurant,San Francisco,Stockton Street
The Royal Oak,amenity,pub,San Francisco,Polk Street
The Royale,amenity,bar,San Francisco,Post Street
The Rumpus Room,amenity,bar,San Francisco,6th Street
The Sage & Drifter,amenity,bar,San Francisco,Irving Street
The Saint Regis,amenity,restaurant,,
The Salad Place,amenity,restaurant,San Francisco,London Street
The Salad Place & Rotisserie,amenity,restaurant,,
The Saloon,amenity,bar,,Grant Avenue
The Salvation Army,shop,charity,,
The Salvation Army Family Store,shop,charity,,Valencia Street
The Salvation Army Railton Place,building,yes,,Turk Street
The Salvation Army Ray and Joan Kroc Corps Community Center,amenity,social_facility,,
The San Francisco School,amenity,school,,Gaven Street
The San Francisco Wine Trading Company,shop,wine,San Francisco,Taraval Street
The Sanctuary,amenity,social_facility,San Francisco,8th Street
The Sandwich Boss at EPC,amenity,cafe,San Francisco,Harrison Street
The Sandwich Place,amenity,restaurant,,
The Sarap Shop,amenity,fast_food,San Francisco,Stillman Street
The Sausage Factory,amenity,restaurant,San Francisco,Castro Street
The Scandinavian School & Cultural Center,amenity,school,,Woodside Avenue
The Sea Lion Center,other,yes,,
The Sea Star,amenity,bar,,3rd Street
The Seed,tourism,artwork,,
The Senator,building,yes,,Ellis Street
The Sentinel,amenity,restaurant,San Francisco,New Montgomery Street
The Sequoias,building,yes,,
The Serra Preschool,building,kindergarten,,Funston Avenue
The SF Market,amenity,marketplace,,
The Shell Cellar,shop,gift,,
The Sherwood Cocktails and Lounge,amenity,bar,San Francisco,West Portal Avenue
The Shipyard,landuse,residential,,
The Shop,shop,hairdresser,,
The Skyline Residences,landuse,residential,,
The Slice,amenity,restaurant,,14th Street
The Sliding Door Company,shop,doors,,8th Street
The Smartest Sailing Vessel Out of San Francisco: Brigantine Galilee,tourism,yes,,
The Smith-Kettlewell Eye Research Institute,building,yes,San Francisco,Fillmore Street
The Smitty Library,amenity,public_bookcase,,
The Snug,amenity,restaurant,,Fillmore Street
The Soap Box Cafe,amenity,cafe,San Francisco,Hyde Street
The Social Study,amenity,bar,San Francisco,Geary Boulevard
The Socialite,amenity,bar,,
The Socialite,other,yes,San Francisco,Brannan Street
The Soup,amenity,restaurant,San Francisco,Irving Street
The Spanish Table,shop,deli,,Clement Street
The Speech Path | Speech and Language Therapy,other,yes,San Francisco,Haight Street
The Spice And Tea Exchange,shop,spices,,
The Spice Jar,amenity,restaurant,San Francisco,Bryant Street
The St. Regis San Francisco,tourism,hotel,San Francisco,3rd Street
The Stanley Hotel,tourism,hotel,San Francisco,California Street
The Star,building,yes,San Francisco,Lombard Street
The Station,amenity,cafe,San Francisco,Pacific Avenue
The Steve Weizbowski Memorial Rose Garden,other,yes,,
The Stinking Rose,amenity,fast_food,,
The Stinking Rose,amenity,restaurant,San Francisco,Columbus Avenue
The Storehouse,amenity,cafe,,
The Story of Ramen,office,educational_institution,,24th Street
The Strand,shop,hairdresser,San Francisco,Locust Street
The Stud,amenity,bar,,Folsom Street
The Summer Place,amenity,bar,San Francisco,Bush Street
The Summit,building,yes,San Francisco,Green Street
The Sunset's Best Seafood Restaurant,amenity,restaurant,San Francisco,Taraval Street
The Sutherland,building,yes,,Minna Street
The Sutro Home,tourism,information,,
The Sweet House,amenity,cafe,,Balboa Street
The Sycamore,amenity,bar,San Francisco,Mission Street
The Sylvester House,building,house,,Revere Avenue
The Tailor's Son,amenity,restaurant,San Francisco,Fillmore Street
The Temple Bar,amenity,pub,San Francisco,Irving Street
The Terraces,building,residential,San Francisco,Bush Street
The Thinker,tourism,artwork,,
The Third Floor,amenity,restaurant,,Clay Street
The Thonglor,amenity,restaurant,San Francisco,Geary Street
The TL Cafe and Laundromat,amenity,cafe,San Francisco,O'Farrell Street
The Torpedo Assembly Building,tourism,information,,
The Touchstone Hotel,tourism,hotel,,Geary Street
The Towers at Rincon,building,yes,,
The Town Smoke Shop,shop,tobacco,,
The Treasury,amenity,bar,San Francisco,Bush Street
The Tricolor Restaurant,amenity,restaurant,,Geary Boulevard
The Twilight Zone,shop,tobacco,San Francisco,Church Street
The Underground,shop,yes,,
The Upper Hand,shop,beauty,San Francisco,24th Street
The UPS Store,amenity,parcel_locker,,29th Street
The UPS Store,amenity,post_office,,Franklin Street
The UPS Store,amenity,post_office,,
The UPS Store,amenity,post_office,San Francisco,24th Street
The UPS Store,amenity,post_office,San Francisco,Irving Street
The UPS Store,amenity,post_office,,4th Street
The UPS Store,amenity,post_office,,
The UPS Store,amenity,post_office,,Pacific Avenue
The UPS Store,amenity,post_office,San Francisco,
The UPS Store,amenity,post_office,,
The UPS Store,amenity,post_office,San Francisco,West Portal Avenue
The UPS Store,amenity,post_office,,Bush Street
The UPS Store,amenity,post_office,San Francisco,Van Ness Avenue
The UPS Store,amenity,post_office,San Francisco,Polk Street
The UPS Store,amenity,post_office,Daly City,Westlake Center
The UPS Store,amenity,post_office,,
The UPS Store,amenity,post_office,,
The UPS Store,amenity,post_office,,
The UPS Store,amenity,post_office,,Geary Boulevard
The UPS Store,amenity,post_office,,Howard Street
The UPS Store,other,yes,,Sutter Street
The Urban Farmer Store,shop,garden_centre,San Francisco,Vicente Street
The Urban Hotel,tourism,hostel,,
The Urban School of San Francisco,amenity,school,,Page Street
The Urban School of San Francisco,amenity,school,,Oak Street
The Urban School of San Francisco,amenity,school,,Page Street
The Utah Inn,tourism,hotel,,4th Street
The Valencia Room,amenity,nightclub,San Francisco,Valencia Street
The Valley Tavern,amenity,pub,San Francisco,24th Street
The Vault Garden,amenity,bar,San Francisco,California Street
The Vault Steakhouse,amenity,restaurant,San Francisco,California Street
The Veen Firm,office,lawyer,,Haight Street
The Velo Rouge Cafe,amenity,cafe,San Francisco,Arguello Boulevard
The Velvet Raven,other,yes,,South Park
The Venue,amenity,restaurant,San Francisco,Owens Street
The View Lounge,amenity,bar,San Francisco,4th Street
The Village,amenity,restaurant,San Francisco,California Street
The Village Market,amenity,marketplace,,
The Vintage Vase (La Poème de la Vigne),tourism,artwork,,
The Voice of Christ Full Gospel Church,amenity,place_of_worship,,
The Waller Center,amenity,community_centre,,Waller Street
The Wash Place,shop,laundry,,Mission Street
The Washing Well,shop,laundry,,Arguello Boulevard
The Westerly,building,yes,,
The Western Addition Peace Wall,tourism,artwork,,
The Westin St. Francis,tourism,hotel,San Francisco,Powell Street
The Westin St. Francis Tower,other,yes,,Post Street
The Whale's Tail,leisure,yes,,
The Wharf Garage,amenity,parking,,Beach Street
The Wharf Inn,tourism,motel,,Mason Street
The Wharf Store,shop,gift,San Francisco,Jefferson Street
The Wharf’s First Fleet,tourism,information,,
The White Horse,amenity,restaurant,,
The White House Building,building,commercial,,
The White House Garage,amenity,parking,San Francisco,Sutter Street
The Wild Fox,amenity,cafe,,Battery Street
The Willows,amenity,restaurant,San Francisco,Folsom Street
The Wine Club,shop,alcohol,San Francisco,Harrison Street
The Winton Hotel,tourism,hotel,,O'Farrell Street
The Wishing Well Workshop,shop,craft,,Clement Street
The Women's Building,amenity,community_centre,San Francisco,18th Street
The Woodbridge Salon,shop,hairdresser,San Francisco,Chestnut Street
The Wooden Nickel,amenity,pub,,Folsom Street
The Work is Never Done,tourism,information,,
The Writing Salon,amenity,training,,Balboa Street
The Yellow Submarine,amenity,fast_food,San Francisco,Irving Street
The Zen Garden II,tourism,artwork,,
The Zhao Acupuncture Clinic,other,yes,,
Theatre Arts,office,yes,,
Theatre/ Residence,building,university,,
Thee Parkside,amenity,bar,San Francisco,17th Street
