name,category,type,city,street
Lost Cat,amenity,bar,San Francisco,Post Street
Lost Coast Outfitters,shop,outdoor,,
Lost Marbles,amenity,bar,San Francisco,Clement Street
Lot 20 Parking Structure,amenity,parking,,
Lot 25,amenity,parking,,
Lotta's Fountain,amenity,fountain,,
Lotte Beauty Salon,shop,hairdresser,San Francisco,Fillmore Street
Lottie Bennett Lane,highway,footway,,
Lotus Tao SF,office,religion,San Francisco,Irving Street
Lotusland,leisure,fitness_centre,San Francisco,Valencia Street
Lou Goldblatt,other,yes,,
Lou's Cafe,amenity,cafe,San Francisco,Taraval Street
Lou's Cafe,amenity,fast_food,San Francisco,Pine Street
Lou's Cafe,amenity,restaurant,,Geary Boulevard
Lou's Sandwiches Cafe,amenity,cafe,,
Louder,amenity,restaurant,,O'Farrell Street
Louie Brothers Book Store,shop,books,,
Louie's Bar,amenity,bar,,Stevenson Street
Louie's Barber Shop,shop,hairdresser,,Castro Street
Louie's Dim Sum Inc.,amenity,restaurant,,
Louie's Original,amenity,restaurant,San Francisco,Mariposa Street
Louis Pasteur,tourism,artwork,,
Louis Sutter PG Childrens Play Area,leisure,playground,,
Louis Sutter Playground,leisure,park,,
Louis Sutter Roundhouse,amenity,community_centre,,
Louis Vuitton,shop,clothes,,
Louisburg Street,highway,residential,,
Louisburg Street & Geneva Avenue,highway,bus_stop,,
Louisburg Street & Geneva Avenue,other,yes,,
Louisburg Street & Niagara Avenue,highway,bus_stop,,
Louisburg Street & Niagara Avenue,other,yes,,
Louise M. Davies Symphony Hall,amenity,concert_hall,San Francisco,Van Ness Avenue
Love & Luxe,shop,jewelry,,Valencia Street
Love & Stem,shop,florist,San Francisco,Church Street
Love 'n' Haight,amenity,fast_food,,Haight Street
Love + Propaganda,amenity,nightclub,San Francisco,Campton Place
"LOVE blocks, by Misfit Toys",tourism,artwork,,
Love Chapel Church of God in Christ,amenity,place_of_worship,,Sutter Street
Love Fest Fibers,shop,sewing,,
Love Haight Computers,shop,computer,San Francisco,Haight Street
Love of God,shop,gift,,Haight Street
Love on Haight,shop,clothes,,Haight Street
Love Story Yoga,leisure,fitness_centre,,Valencia Street
Love Street Vintage,shop,clothes,,Balboa Street
Love Tea,amenity,cafe,,
Love These Flowers,shop,florist,San Francisco,Mason Street
Love Your Face,shop,beauty,San Francisco,Pacific Avenue
Lovejoy's Attic,shop,antiques,San Francisco,Clipper Street
Lovejoy's Tea Room,amenity,cafe,San Francisco,Church Street
Lovell's Gallery,shop,antiques,San Francisco,Grant Avenue
Lover's Rock,tourism,attraction,,
Lovers' Lane,highway,footway,,
Lovers' Lane,highway,path,,
Lovers' Lane Bridge,highway,footway,,
Loveski Deli,amenity,cafe,San Francisco,Jackson Street
Loving Cup,amenity,cafe,,
Loving Cup,amenity,ice_cream,,Divisadero Street
Loving Hut,amenity,restaurant,San Francisco,Irving Street
Low Cost Carniceria,shop,butcher,,24th Street
Low Key Skate Shop,shop,skate,San Francisco,Geary Street
Low Rate Locksmith San Francisco,other,yes,San Francisco,Paulding Street
Lowe's,shop,doityourself,San Francisco,Bayshore Boulevard
Lowe's Air Duct Cleaning,other,yes,San Francisco,23rd Avenue
Lowell High School,amenity,school,San Francisco,Eucalyptus Drive
Lowell High School,building,school,San Francisco,Eucalyptus Drive
Lowell Market,shop,convenience,,
Lower Great Highway & Rivera Street,highway,bus_stop,,
Lower Great Highway & Rivera Street,highway,stop,,
Lower Great Highway Trail,highway,path,,
Lower Haight,landuse,retail,,
Lower Haight,place,neighbourhood,,
Lower Lake,natural,water,,
Lower Nob Hill,place,neighbourhood,,
Lower Pacific Heights,place,neighbourhood,,
Lower Polk TAY Navigation Center,amenity,social_facility,,Hyde Street
Lower Terrace,highway,residential,,
Lower Yard,leisure,playground,,
Loyola House,building,yes,,
Loyola Terrace,highway,residential,,
Loyola Village Building A,building,apartments,San Francisco,Anza Street
Loyola Village Building B,building,apartments,San Francisco,Anza Street
LP Decorative Plumbing,other,yes,,
LPH,amenity,post_office,,Sacramento Street
LT Group - Compass Real Estate,office,estate_agent,,
Luau Lounge Tiki Bar,amenity,bar,,
Lucasfilm,office,company,,
Lucca Delicatessen,shop,deli,,Chestnut Street
Lucca Food Deli & Wine Shop,shop,deli,San Francisco,Irving Street
Lucho's,amenity,restaurant,San Francisco,Ocean Avenue
Lucinda's Deli,shop,deli,San Francisco,Scott Street
Lucita's Nite Club,amenity,nightclub,,Mission Street
Lucky,shop,supermarket,San Francisco,Sloat Boulevard
Lucky,shop,supermarket,San Francisco,Fulton Street
Lucky Bamboo & Florist,shop,florist,,
Lucky Brand,shop,clothes,San Francisco,Chestnut Street
Lucky Cleaners,shop,dry_cleaning,,California Street
Lucky Creation,amenity,restaurant,San Francisco,Washington Street
Lucky Food,amenity,restaurant,,Clement Street
Lucky Horseshoe,amenity,bar,San Francisco,Cortland Avenue
Lucky Massage,shop,massage,,
Lucky Money,amenity,bank,,Mission Street
Lucky Money Transfer,shop,money_transfer,,
Lucky Nails,shop,beauty,,Drumm Street
Lucky Ocean Cafe,amenity,cafe,,
Lucky Pork Store,shop,butcher,,Mission Street
Lucky Spot,highway,services,San Francisco,Irving Street
Lucky Spot,office,notary,San Francisco,Irving Street
Lucky Spot,shop,lottery,San Francisco,Irving Street
Lucky Street,highway,service,,
Lucky Street,highway,unclassified,,
Lucky Strike,leisure,bowling_alley,,King Street
Luggage Clearance Center,other,yes,San Francisco,Grant Avenue
Luggage Store Gallery,tourism,gallery,San Francisco,Market Street
Luisa's Ristorante and Wine Bar,amenity,restaurant,San Francisco,Guerrero Street
Luke Bt. St. Church,amenity,place_of_worship,,Paul Avenue
Luke's Local,shop,supermarket,San Francisco,Union Street
Luke's Local,shop,supermarket,San Francisco,Cole Street
Luke's Local,shop,supermarket,,9th Avenue
Luke's Local Grocery,shop,supermarket,San Francisco,Green Street
Luke’s Lobster,amenity,restaurant,San Francisco,2nd Street
Lukfook Jewellry,shop,jewelry,,Washington Street
Lula's Hairstudio,shop,hairdresser,,
Lulu Alley,highway,footway,,
Lulu Alley,highway,steps,,
Lulu Laundromat,shop,laundry,,26th Street
Lululemon,other,yes,,Grant Avenue
Lululemon,shop,clothes,San Francisco,Fillmore Street
Luma Hotel San Francisco,tourism,hotel,San Francisco,Channel Street
Lumberman,building,warehouse,,Folsom Street
LUMINA I,other,yes,San Francisco,
LUMINA II,other,yes,San Francisco,
Luminalt Solar,building,commercial,San Francisco,Carolina Street
Lun Ting Cafe,amenity,restaurant,,
Luna Rienne Art Gallery Parklet,leisure,parklet,,
Luna Wild,shop,clothes,,
Luna's Coffee House,amenity,cafe,,23rd Street
Lunado Court,highway,residential,,
Lunado Way,highway,residential,,
LUNAR,office,company,San Francisco,16th Street
Lunette,amenity,restaurant,,
Lunettes Optometric,shop,optician,,
Lung Fung Bakery,shop,bakery,,Clement Street
Lung Kong Kung Shaw Building,building,yes,,
Lupa Trattoria,amenity,restaurant,San Francisco,24th Street
Lurmont Terrace,highway,service,,
Luscious Garage,shop,car,San Francisco,9th Street
Lush,shop,cosmetics,,
Lush,shop,cosmetics,,
Lush Gelato,amenity,restaurant,San Francisco,Polk Street
Lush Lounge,amenity,pub,,Polk Street
Lusk Street,highway,residential,,
Lusk Street,highway,service,,
Luther House,building,yes,San Francisco,Sloat Boulevard
Lutheran Church of Our Savior,amenity,place_of_worship,,
Lutheran Church of the Holy Chapel,amenity,place_of_worship,,
Lutheran Social Services,amenity,social_facility,,Folsom Street
Lutheran Social Services,building,yes,San Francisco,Golden Gate Avenue
Lutz Bath & Kitchen,shop,kitchen,,17th Street
Luxe Paw Grooming,shop,pet_grooming,,Irving Street
Luxfit,leisure,fitness_centre,,
Luxury Pillows,shop,bed,,
Luxury Spa,shop,beauty,,Balboa Street
Luz de Luna,shop,gift,San Francisco,24th Street
Luz Hotel,tourism,hotel,,Geary Street
LV Nail Spa,shop,beauty,San Francisco,Columbus Avenue
Ly Luck,amenity,restaurant,,
Ly's,amenity,restaurant,,
Lyca Mobiles,shop,mobile_phone,,
Lycée Français de San Francisco,amenity,school,San Francisco,Ortega Street
Lycée Français de San Francisco,amenity,school,San Francisco,Ashbury Street
Lydia’s Flowers,shop,florist,,
Lyell Street & Alemany Boulevard,highway,bus_stop,,
Lyell Street & Alemany Boulevard,other,yes,,
Lyft,building,yes,,
Lyft HQ,office,company,San Francisco,Berry Street
Lyly's Beauty Salon,shop,hairdresser,,18th Street
Lynch Street,highway,service,,
"Lynda Chang, CPA",office,accountant,San Francisco,Taraval Street
Lynette Nicole Betancur,tourism,gallery,,King Street
"Lynn Mojica, DMD, P. C.",amenity,dentist,San Francisco,Noriega Street
Lyon Steps,tourism,viewpoint,,
Lyon Street,highway,footway,,
Lyon Street,highway,secondary_link,,
Lyon Street,highway,steps,,
Lyon Street & Greenwich Street,highway,bus_stop,,
Lyon Street & Greenwich Street,other,yes,,
Lyon Street Footpath,highway,footway,,
Lyon-Martin Health Services,other,yes,San Francisco,Mission Street
L’Academy,amenity,kindergarten,,8th Street
L’s Caffe,amenity,cafe,,24th Street
M & W,shop,bag,,
M & W Market,shop,convenience,San Francisco,23rd Street
M Car,shop,car_parts,,
M Spa,shop,beauty,,Market Street
M Wing,other,yes,,
M&K Market,shop,convenience,,Anza Street
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M-Line,other,yes,,
M.P. Seafood Market,shop,seafood,San Francisco,Jackson Street
M5 Industries Inc.,office,research,San Francisco,Missouri Street
Ma's Dim Sum & Cafe,amenity,restaurant,,
Ma-Tsu Temple,amenity,place_of_worship,San Francisco,Beckett Street
Mabel Alley,highway,footway,,
Mabini Street,highway,residential,,
Mac,shop,beauty,,Divisadero Street
Mac'd,amenity,restaurant,San Francisco,Polk Street
Macalla Road,highway,tertiary,,
Macang Monastery,amenity,place_of_worship,,Eddy Street
MacArthur Avenue,highway,service,,
MacArthur Co. Glass,other,yes,,
MacArthur Meadow,natural,wetland,,
MacDaddy,amenity,restaurant,,18th Street
MacDonald Avenue,highway,residential,,
Macedonia Baptist Church,amenity,place_of_worship,,Sutter Street
Macedonia Street,highway,residential,,
Maceo May,building,apartments,,
Macha Cafe,other,yes,,Sutter Street
Machete Barber Shop,shop,hairdresser,San Francisco,O'Farrell Street
Machine,other,yes,San Francisco,Market Street
Machine Shop,building,industrial,San Francisco,20th Street
Machine Shop,building,industrial,,
Machu Picchu Cafe,amenity,cafe,,Geneva Avenue
Mack's Dry Cleaners,shop,dry_cleaning,San Francisco,Ocean Avenue
Macondray Lane,highway,footway,,
Macondray Lane,highway,residential,,
Macondray Lane,highway,steps,,
Macondray Lane,tourism,yes,,
MacPherson & MacPherson,office,accountant,San Francisco,Vicente Street
Macy's,shop,department_store,,Geary Street
Macy's San Francisco Visitor Information Desk,tourism,information,,
Madam Zola's Fortune,amenity,cafe,,
Madarae,amenity,bar,San Francisco,Minna Street
Made Here,shop,clothes,,Valencia Street
Made in China,amenity,restaurant,San Francisco,Taraval Street
Made in San Francisco,tourism,gallery,San Francisco,Jefferson Street
Made in The City,shop,clothes,,24th Street
Made-to-Measure Footwear,other,yes,San Francisco,Church Street
Mademoiselle Nails,shop,beauty,,Townsend Street
Madison,building,yes,San Francisco,25th Street
Madison Reed,shop,beauty,,
Madlab Kakigori,amenity,ice_cream,,
Madonna,tourism,artwork,,
Madrone Art Bar,amenity,bar,San Francisco,Divisadero Street
Madrone Mission Bay,building,residential,San Francisco,Mission Bay Boulevard North
Magain David,amenity,place_of_worship,,
Magalit Jiu Jitsu,amenity,dojo,,Mission Street
Maggie & Mac's,building,yes,San Francisco,9th Avenue
Maggie McGarrys,amenity,bar,,Grant Avenue
Maggie's Cafe,amenity,cafe,,
Magic Alterations,shop,tailor,,6th Avenue
Magic Alterations & Tailoring,other,yes,San Francisco,Geary Boulevard
Magic Detail,amenity,car_wash,San Francisco,Geary Boulevard
Magic Donuts & Coffee,amenity,cafe,San Francisco,Mariposa Street
Magic Dragon,shop,tobacco,San Francisco,Cambon Drive
Magic Flower Cannabis Dispensary,shop,cannabis,San Francisco,Post Street
Magic Patio,amenity,theatre,,Mission Street
Magic Touch Beauty Salon,shop,wigs,Daly City,Park Plaza Drive
Magical Ice Cream,amenity,ice_cream,San Francisco,Grant Avenue
MagicBell,office,it,San Francisco,Market Street
Magnet,amenity,clinic,,18th Street
Magnetron,shop,gift,,
Magnets,shop,gift,,
Magnin Street Cafe & Bistro,amenity,restaurant,San Francisco,Cyril Magnin Street
Magnolia SF,amenity,pub,San Francisco,Haight Street
Magowan's Infinite Mirror Maze,tourism,attraction,,
Mahalo!,amenity,restaurant,San Francisco,9th Avenue
Mahan Street,highway,residential,,
Mahogany House of Styles,shop,beauty,,
Mai Ling Hair Design,shop,hairdresser,San Francisco,Irving Street
Mai's Beauty Salon,shop,beauty,,Geary Boulevard
Mai's Vietnamese Restaurant,amenity,restaurant,,Clement Street
Maido,shop,stationery,,
Mail Access,amenity,post_office,San Francisco,Market Street
Mail room,other,yes,,
Maillards Smash Burgers,amenity,restaurant,San Francisco,Noriega Street
Main Gate,other,yes,,
Main Gate,other,yes,,
Main Luggage Repairs,shop,bag,,Polk Street
Main Parking Garage,amenity,parking,,
Main Parking Garage,amenity,parking,,
Main pool house,natural,water,,
Main Post,landuse,residential,,
Main Prison,building,yes,,
Main Street,highway,busway,,
Main Street & Folsom Street,highway,bus_stop,,
Main Street & Folsom Street,other,yes,,
Main Street & Howard Street,highway,bus_stop,,
Main Street & Howard Street,other,yes,,
Main Street & Howard Street,other,yes,,
Main Street & Howard Street,other,yes,,
Main Street & Market Street,highway,bus_stop,,
Main Street & Market Street,other,yes,,
Main Street & Mission Street,highway,bus_stop,,
Main Street & Mission Street,other,yes,,
Main unit above other 3 units,other,yes,San Francisco,Funston Avenue
Mainland Market Co.,shop,convenience,,Geary Boulevard
Mainline Security,other,yes,San Francisco,7th Street
Mainstay Markets,shop,convenience,San Francisco,22nd Street
Maison Nico,amenity,cafe,San Francisco,Montgomery Street
Maison Verbena,other,yes,,
Maison á SoMa,building,residential,San Francisco,7th Street
Maisonry,shop,hairdresser,San Francisco,22nd Street
Maitri-Compassionate Care,amenity,social_facility,,Duboce Avenue
Majesty Cleaner,shop,dry_cleaning,,Fillmore Street
Mak & Co.,shop,shoe_repair,San Francisco,Kearny Street
Mak and Co.,other,yes,San Francisco,Kearny Street
Make Out Room,amenity,bar,,22nd Street
Makers Cafe,amenity,cafe,,Hooper Street
Making the World Many,tourism,artwork,,
Malcolm Davis Architecture,office,architect,San Francisco,Folsom Street
Malcolm Hennicke Crossover,other,yes,,
Malcolm X Academy,amenity,school,,
Malcolm X Plaza,highway,pedestrian,,
Malcolm X Square,other,yes,,
Malden Alley,highway,service,,
Malin+Goetz,shop,cosmetics,San Francisco,Hayes Street
Mallard Lake,natural,water,,
Malloy Hall,building,yes,,
Maloney Field,building,university,,
Maloney Field,leisure,pitch,,
Maloney Field Restroom,building,university,,
Malosi Street,highway,residential,,
Malshouf All Purpose Field,leisure,pitch,,
Malta Drive,highway,residential,,
"Maltby Electric Supply Co., Inc.",shop,electrical,,7th Street
Malvina Place,highway,service,,
Mama's on Washington Square,amenity,restaurant,,Stockton Street
Mamacita,amenity,restaurant,San Francisco,Chestnut Street
Mamahuhu,amenity,fast_food,San Francisco,24th Street
Mamahuhu,amenity,restaurant,San Francisco,Clement Street
Mancini's Sleepworld,shop,bed,San Francisco,Van Ness Avenue
Mancini’s Sleepworld,shop,bed,,Geary Boulevard
Mandalay,amenity,restaurant,San Francisco,California Street
Mandalay Lane,highway,steps,,
Mandalay Lane Park,leisure,park,,
Mandarin House SF,amenity,restaurant,San Francisco,Mission Street
Mandarin Tower,building,yes,San Francisco,Stockton Street
Mandel Hall,building,yes,,Ellis Street
Mandrill,tourism,attraction,,
Mandrill,tourism,attraction,,
Mang Van,shop,houseware,San Francisco,Irving Street
Mangels Avenue,highway,residential,,
Mangia Tutti Ristorante,amenity,restaurant,San Francisco,Clay Street
Mango Crazy,amenity,fast_food,,
Mango Medley,amenity,restaurant,,
Mangrove,amenity,restaurant,San Francisco,Divisadero Street
Mani-Pedi,shop,beauty,,Guerrero Street
Mani-Pedi Spa,shop,beauty,San Francisco,24th Street
Mani-Pedi Spa,shop,beauty,San Francisco,Polk Street
Manila Oriental Market,shop,supermarket,San Francisco,Mission Street
Manitas Cafe,amenity,restaurant,San Francisco,Hayes Street
Manna Korean Cuisine,amenity,restaurant,San Francisco,Irving Street
Manny's,amenity,cafe,San Francisco,16th Street
Manor House Restaurant,other,yes,,
Manora`s Thai Cuisine,amenity,restaurant,San Francisco,Folsom Street
Manos,leisure,indoor_play,,43rd Avenue
Manseau Street,highway,unclassified,,
Mansell Multi-Use Path,highway,cycleway,,
Mansell Street,highway,tertiary,,
Mansell Street & Brazil Avenue,highway,bus_stop,,
Mansell Street & Brazil Avenue,other,yes,,
Mansell Street & Brussels Street,highway,bus_stop,,
Mansell Street & Brussels Street,other,yes,,
Mansell Street & Dartmouth Street,highway,bus_stop,,
Mansell Street & Dartmouth Street,other,yes,,
Mansell Street & Dartmouth Street,other,yes,,
Mansell Street & Goettingen Street,highway,bus_stop,,
Mansell Street & Goettingen Street,other,yes,,
Mansell Street & Hamilton Street,highway,bus_stop,,
Mansell Street & Hamilton Street,other,yes,,
Mansell Street & John F. Shelley Drive,highway,bus_stop,,
Mansell Street & John F. Shelley Drive,other,yes,,
Mansell Street & San Bruno Avenue,highway,bus_stop,,
Mansell Street & San Bruno Avenue,highway,stop,,
Mansell Street & San Bruno Avenue,other,yes,,
Mansell Street & Somerset Street,highway,bus_stop,,
Mansell Street & Somerset Street,other,yes,,
Mansell Street & Somerset Street,other,yes,,
Mansell Street & University Street,highway,bus_stop,,
Mansell Street & University Street,other,yes,,
Mansell Street & Visitacion Avenue,highway,bus_stop,,
Mansell Street & Visitacion Avenue,other,yes,,
Manus Lux Tattoo,shop,tattoo,San Francisco,Geary Boulevard
Manzanita Square,building,yes,San Francisco,Varela Avenue
Manzoni,amenity,restaurant,San Francisco,Diamond Street
Mar Vista Stables,leisure,horse_riding,Daly City,Skyline Boulevard
Mara's Italian Pastry,shop,pastry,San Francisco,Columbus Avenue
Maracuja Gallery,tourism,gallery,,
Marathon,other,yes,,Geary Boulevard
Marble,office,company,,17th Street
Marble System Installation,building,yes,San Francisco,Folsom Street
Marcela Avenue,highway,residential,,
Marcela's Taqueria,amenity,fast_food,San Francisco,Geary Street
Marcella's Lasagneria,amenity,restaurant,San Francisco,Tennessee Street
Marcello's Pizza,amenity,restaurant,,Castro Street
Marchbank Park,leisure,park,,
Marchbank Playground,leisure,playground,,
Marching Order,other,yes,San Francisco,Taraval Street
Marco Polo,amenity,ice_cream,San Francisco,Noriega Street
Marco Polo Italian Ice Cream,amenity,cafe,San Francisco,Taraval Street
Marconi Hotel,building,yes,San Francisco,Broadway
Marcus Garvey Square,other,yes,,
Marcus Hall,building,yes,,
Marcy Place,highway,service,,
Marengo Street,highway,residential,,
Margaret Douglas Plaza,place,square,,
Margaret Hayward Playground,leisure,playground,,
Margaret O'Leary,shop,clothes,,
Margaret S. Hayward Playground,leisure,park,,
Margaret S. Hayward Playground,leisure,park,,
Margo Bitcoin ATM,other,yes,,
Margrave Place,highway,service,,
Marhaba,other,yes,,O'Farrell Street
Maria Isabel,amenity,restaurant,San Francisco,Presidio Avenue
Maria Manetti Shrem Community Garden,landuse,allotments,,
Maria Manor,building,yes,,Ellis Street
Maria Victoria Apartments,building,yes,,California Street
Marietta Green Space,leisure,park,,
Marigold Cafe,amenity,cafe,,21st Street
Marilyn Reed Lucia Child Care Study Center,building,university,San Francisco,Parnassus Avenue
Marin,other,yes,,
Marin Street,other,yes,,
Marin Street,other,yes,,
Marina,amenity,post_office,San Francisco,Lombard Street
Marina / Pacific Heights Dental Care,amenity,dentist,San Francisco,Fillmore Street
Marina Air Field,other,yes,,
Marina Boulevard & Laguna Street,highway,bus_stop,,
Marina Boulevard & Laguna Street,other,yes,,
Marina Branch Library,amenity,library,San Francisco,Chestnut Street
Marina Chiropractic,amenity,doctors,San Francisco,Chestnut Street
Marina Classical Ballet,leisure,dance,San Francisco,Taraval Street
Marina Deli & Liquor,shop,convenience,San Francisco,Chestnut Street
Marina District,place,quarter,,
Marina Floral Design,shop,florist,San Francisco,O'Farrell Street
Marina Gate,other,yes,,
Marina Green,leisure,park,,
Marina Green Drive,highway,service,,
Marina Green Retail,amenity,post_office,San Francisco,
Marina Greens,shop,cannabis,,Fillmore Street
Marina Inn,tourism,hotel,San Francisco,Lombard Street
Marina Lounge,amenity,bar,,Chestnut Street
Marina Meats,shop,butcher,San Francisco,Chestnut Street
Marina Middle School,amenity,school,,
Marina Motel,tourism,motel,,
Marina Plaza,leisure,park,,
Marina Road,highway,unclassified,,
Marina Submarine,amenity,fast_food,,Union Street
Marina Substation,other,yes,,
Marina Supermarket,shop,supermarket,San Francisco,Chestnut Street
Marina Theatre,amenity,cinema,,
Marina Yacht Harbor,waterway,dock,,
Marine Drive,highway,unclassified,,
Marine Hospital,other,yes,,
Marine Layer,shop,clothes,San Francisco,Hayes Street
Marine Layer,shop,clothes,San Francisco,California Street
Marine Layer,shop,clothes,San Francisco,Chestnut Street
Marine's Memorial Theater,amenity,theatre,,
Marines' Memorial Club & Hotel,tourism,hotel,,
Marini Plaza,leisure,park,,
Mario's Bohemian Cigar Store Cafe,amenity,cafe,San Francisco,Columbus Avenue
Marion Place,highway,footway,,
Mariposa Baking Co.,shop,bakery,San Francisco,Ferry Plaza
Mariposa Hunters Point Yacht Club,amenity,yacht_club,San Francisco,Terry A. Francois Boulevard
Mariposa Kids,amenity,childcare,,Mission Street
Mariposa Park,leisure,park,,
Mariposa Park Playground,leisure,playground,,
Mariposa Street,highway,footway,,
Mariposa Street,highway,secondary,,
Mariposas,amenity,restaurant,San Francisco,Mission Street
Marist Street,highway,residential,,
Maritime Plaza,landuse,commercial,,
Maritime Plaza,leisure,park,,
Maritime Research Center,amenity,library,San Francisco,Marina Boulevard
Maritime Wine Tasting Studio,other,yes,,
Mark A. Shustoff,office,lawyer,San Francisco,West Portal Avenue
Mark Brand Architecture,office,architect,,Harrison Street
Mark Lane,highway,pedestrian,,
Mark Twain Place,highway,pedestrian,,
Mark's Beauty Salon,shop,hairdresser,,
Market,shop,yes,,
Market & 4th St,other,yes,,
Market & 7th St,other,yes,,
Market & 8th St,other,yes,,
Market & Grove Streets,other,yes,,
Market & Hyde St,other,yes,,
Market Center,landuse,commercial,,
Market Foccacia Bakery,other,yes,,
Market Garage,shop,car_repair,,
Market Mayflower and Deli,shop,convenience,San Francisco,Bush Street
Market Square,building,office,San Francisco,Market Street
Market Square,landuse,commercial,,
Market Square,landuse,commercial,,
Market Street,amenity,clock,,
Market Street,highway,busway,,
Market Street,highway,cycleway,,
Market Street & 15th Street,highway,bus_stop,,
Market Street & 15th Street,other,yes,,
Market Street & 16th Street,highway,bus_stop,,
Market Street & 16th Street,other,yes,,
Market Street & 1st Street,highway,bus_stop,,
Market Street & 1st Street,other,yes,,
Market Street & 1st Street,other,yes,,
Market Street & 1st Street,other,yes,,
Market Street & 2nd Street,other,yes,,
Market Street & 3rd Street,highway,bus_stop,,
Market Street & 3rd Street,other,yes,,
Market Street & 3rd Street,other,yes,,
Market Street & 4th Street,other,yes,,
Market Street & 4th Street / Moscone Center,other,yes,,
Market Street & 5th Street,other,yes,,
Market Street & 5th Street,other,yes,,
Market Street & 5th Street,other,yes,,
Market Street & 6th Street,other,yes,,
Market Street & 7th Street,highway,bus_stop,,
Market Street & 7th Street,other,yes,,
Market Street & 7th Street North,highway,bus_stop,,
Market Street & 7th Street North,other,yes,,
Market Street & 8th Street,other,yes,,
Market Street & 9th Street,other,yes,,
Market Street & Battery Street,other,yes,,
Market Street & Beale Street,highway,bus_stop,,
Market Street & Beale Street,other,yes,,
Market Street & Buchanan Street,other,yes,,
Market Street & Castro Street,highway,bus_stop,,
Market Street & Castro Street,other,yes,,
Market Street & Castro Street,other,yes,,
Market Street & Church Street,other,yes,,
Market Street & Church Street,other,yes,,
Market Street & Church Street,other,yes,,
Market Street & Clayton Street,highway,bus_stop,,
Market Street & Clayton Street,other,yes,,
Market Street & Cyril Magnin Street,other,yes,,
Market Street & Dolores Street,other,yes,,
Market Street & Drumm Street,highway,bus_stop,,
Market Street & Drumm Street,other,yes,,
Market Street & Ellis Street,other,yes,,
Market Street & Front Street,highway,bus_stop,,
Market Street & Front Street,other,yes,,
Market Street & Gough Street,other,yes,,
Market Street & Grant Avenue,highway,bus_stop,,
Market Street & Grant Avenue,other,yes,,
Market Street & Grant Avenue,other,yes,,
Market Street & Guerrero Street,other,yes,,
Market Street & Guerrero Street,other,yes,,
Market Street & Hyde Street,highway,bus_stop,,
Market Street & Hyde Street,other,yes,,
Market Street & Hyde Street,other,yes,,
Market Street & Jones Street,highway,bus_stop,,
Market Street & Jones Street,other,yes,,
Market Street & Kearny Street,other,yes,,
Market Street & Laguna Street,other,yes,,
Market Street & Larkin Street,other,yes,,
Market Street & Main Street,other,yes,,
Market Street & Mason Street,highway,bus_stop,,
Market Street & Mason Street,other,yes,,
Market Street & Mason Street,other,yes,,
Market Street & Montgomery Street,highway,bus_stop,,
Market Street & Montgomery Street,other,yes,,
Market Street & Montgomery Street,other,yes,,
Market Street & New Montgomery Street,other,yes,,
Market Street & Noe Street,other,yes,,
Market Street & Noe Street,other,yes,,
Market Street & Noe Street,other,yes,,
Market Street & Post Street,other,yes,,
Market Street & Powell Street,highway,bus_stop,,
Market Street & Powell Street,other,yes,,
Market Street & Sanchez Street,other,yes,,
Market Street & Sansome Street,highway,bus_stop,,
Market Street & Sansome Street,other,yes,,
Market Street & South Van Ness Avenue,highway,bus_stop,,
Market Street & South Van Ness Avenue,other,yes,,
Market Street & South Van Ness Avenue,other,yes,,
Market Street & Steuart Street,highway,bus_stop,,
Market Street & Steuart Street,other,yes,,
Market Street & Stockton Street,other,yes,,
Market Street & Sutter Street,other,yes,,
Market Street & Taylor Street,other,yes,,
Market Street & Van Ness Avenue,other,yes,,
Market Street & Van Ness Avenue,other,yes,,
Market Street (1100 Block),other,yes,,
Market Street (500 Block),other,yes,,
Market Street Cycles,other,yes,San Francisco,Market Street
Market Street Theatre,other,yes,,
Marlowe,amenity,restaurant,San Francisco,Brannan Street
Marlowe,shop,clothes,San Francisco,Grant Avenue
Marlton Manor,building,yes,,
Marnee Thai,amenity,restaurant,San Francisco,9th Avenue
Marnee Thai,amenity,restaurant,San Francisco,Irving Street
Marrakech,amenity,restaurant,San Francisco,O'Farrell Street
Marriott Vacation Club,tourism,hotel,,Jones Street
Marriott Valet Parking Entrance,amenity,parking,,
Marrow Gallery,shop,art,San Francisco,Irving Street
Mars Bar & Restaurant,amenity,bar,San Francisco,Brannan Street
Marshall Elementary School,amenity,school,,
Marshall's Beach,tourism,attraction,,
Marshalls,other,yes,,Market Street
Marsily Street,highway,residential,,
Marston Avenue,highway,service,,
Martco,amenity,fuel,San Francisco,Mission Street
Martell’s Liquors & Grocery,shop,alcohol;convenience,,Geary Boulevard
